 format: day,hour,forecast,value  location:75_136 Start : 20090301 
 8,0200,+16,0.200000 
 8,0200,+19,0.200000 
 8,0200,+22,1.000000 
 8,0200,+25,2.000000 
 8,0200,+28,3.000000 
 8,0200,+31,3.000000 
 8,0200,+34,2.000000 
 8,0200,+37,1.000000 
 8,0200,+40,0.500000 
 8,0200,+43,1.000000 
 8,0200,+46,1.000000 
 8,0200,+49,2.000000 
 8,0500,+4,2.000000 
 8,0500,+7,1.000000 
 8,0500,+10,0.500000 
 8,0500,+13,0.200000 
 8,0500,+16,0.200000 
 8,0500,+19,1.000000 
 8,0500,+22,2.000000 
 8,0500,+25,3.000000 
 8,0500,+28,3.000000 
 8,0500,+31,2.000000 
 8,0500,+34,1.000000 
 8,0500,+37,0.500000 
 8,0500,+40,1.000000 
 8,0500,+43,1.000000 
 8,0500,+46,2.000000 
 8,0800,+4,1.000000 
 8,0800,+7,2.000000 
 8,0800,+10,1.000000 
 8,0800,+13,1.000000 
 8,0800,+16,1.000000 
 8,0800,+19,0.000000 
 8,0800,+22,0.000000 
 8,0800,+25,0.000000 
 8,0800,+28,2.000000 
 8,0800,+31,2.000000 
 8,0800,+34,2.000000 
 8,0800,+37,1.000000 
 8,0800,+40,1.000000 
 8,0800,+43,1.000000 
 8,0800,+46,1.000000 
 8,0800,+49,1.000000 
 8,0800,+52,2.000000 
 8,0800,+55,2.000000 
 8,1100,+4,2.000000 
 8,1100,+7,1.000000 
 8,1100,+10,1.000000 
 8,1100,+13,1.000000 
 8,1100,+16,0.000000 
 8,1100,+19,0.000000 
 8,1100,+22,0.000000 
 8,1100,+25,2.000000 
 8,1100,+28,2.000000 
 8,1100,+31,2.000000 
 8,1100,+34,1.000000 
 8,1100,+37,1.000000 
 8,1100,+40,1.000000 
 8,1100,+43,1.000000 
 8,1100,+46,1.000000 
 8,1100,+49,2.000000 
 8,1100,+52,2.000000 
 8,1400,+4,1.000000 
 8,1400,+7,1.000000 
 8,1400,+10,1.000000 
 8,1400,+13,0.000000 
 8,1400,+16,0.000000 
 8,1400,+19,0.000000 
 8,1400,+22,2.000000 
 8,1400,+25,2.000000 
 8,1400,+28,2.000000 
 8,1400,+31,1.000000 
 8,1400,+34,1.000000 
 8,1400,+37,1.000000 
 8,1400,+40,1.000000 
 8,1400,+43,1.000000 
 8,1400,+46,2.000000 
 8,1400,+49,2.000000 
 8,1700,+4,1.000000 
 8,1700,+7,1.000000 
 8,1700,+10,0.000000 
 8,1700,+13,0.000000 
 8,1700,+16,0.000000 
 8,1700,+19,2.000000 
 8,1700,+22,2.000000 
 8,1700,+25,2.000000 
 8,1700,+28,1.000000 
 8,1700,+31,1.000000 
 8,1700,+34,1.000000 
 8,1700,+37,1.000000 
 8,1700,+40,1.000000 
 8,1700,+43,2.000000 
 8,1700,+46,2.000000 
 8,2000,+4,1.000000 
 8,2000,+7,2.000000 
 8,2000,+10,4.000000 
 8,2000,+13,4.000000 
 8,2000,+16,3.000000 
 8,2000,+19,2.000000 
 8,2000,+22,2.000000 
 8,2000,+25,1.000000 
 8,2000,+28,1.000000 
 8,2000,+31,2.000000 
 8,2000,+34,3.000000 
 8,2000,+37,3.000000 
 8,2000,+40,2.000000 
 8,2000,+43,1.000000 
 8,2000,+46,1.000000 
 8,2000,+49,1.000000 
 8,2000,+52,2.000000 
 8,2000,+55,2.000000 
 8,2300,+4,2.000000 
 8,2300,+7,4.000000 
 8,2300,+10,4.000000 
 8,2300,+13,3.000000 
 8,2300,+16,2.000000 
 8,2300,+19,2.000000 
 8,2300,+22,1.000000 
 8,2300,+25,1.000000 
 8,2300,+28,2.000000 
 8,2300,+31,3.000000 
 8,2300,+34,3.000000 
 8,2300,+37,2.000000 
 8,2300,+40,1.000000 
 8,2300,+43,1.000000 
 8,2300,+46,1.000000 
 8,2300,+49,2.000000 
 8,2300,+52,2.000000 
 9,0200,+4,4.000000 
 9,0200,+7,4.000000 
 9,0200,+10,3.000000 
 9,0200,+13,2.000000 
 9,0200,+16,2.000000 
 9,0200,+19,1.000000 
 9,0200,+22,1.000000 
 9,0200,+25,2.000000 
 9,0200,+28,3.000000 
 9,0200,+31,3.000000 
 9,0200,+34,2.000000 
 9,0200,+37,1.000000 
 9,0200,+40,1.000000 
 9,0200,+43,1.000000 
 9,0200,+46,2.000000 
 9,0200,+49,2.000000 
 9,0500,+4,4.000000 
 9,0500,+7,3.000000 
 9,0500,+10,2.000000 
 9,0500,+13,2.000000 
 9,0500,+16,1.000000 
 9,0500,+19,1.000000 
 9,0500,+22,2.000000 
 9,0500,+25,3.000000 
 9,0500,+28,3.000000 
 9,0500,+31,2.000000 
 9,0500,+34,1.000000 
 9,0500,+37,1.000000 
 9,0500,+40,1.000000 
 9,0500,+43,2.000000 
 9,0500,+46,2.000000 
 9,0800,+4,4.000000 
 9,0800,+7,4.000000 
 9,0800,+10,3.000000 
 9,0800,+13,2.000000 
 9,0800,+16,2.000000 
 9,0800,+19,1.000000 
 9,0800,+22,3.000000 
 9,0800,+25,3.000000 
 9,0800,+28,3.000000 
 9,0800,+31,3.000000 
 9,0800,+34,3.000000 
 9,0800,+37,1.000000 
 9,0800,+40,1.000000 
 9,0800,+43,1.000000 
 9,0800,+46,1.000000 
 9,0800,+49,2.000000 
 9,0800,+52,2.000000 
 9,0800,+55,3.000000 
 9,1100,+4,4.000000 
 9,1100,+7,3.000000 
 9,1100,+10,2.000000 
 9,1100,+13,2.000000 
 9,1100,+16,1.000000 
 9,1100,+19,3.000000 
 9,1100,+22,3.000000 
 9,1100,+25,3.000000 
 9,1100,+28,3.000000 
 9,1100,+31,3.000000 
 9,1100,+34,1.000000 
 9,1100,+37,1.000000 
 9,1100,+40,1.000000 
 9,1100,+43,1.000000 
 9,1100,+46,2.000000 
 9,1100,+49,2.000000 
 9,1100,+52,3.000000 
 9,1400,+4,3.000000 
 9,1400,+7,2.000000 
 9,1400,+10,2.000000 
 9,1400,+13,1.000000 
 9,1400,+16,3.000000 
 9,1400,+19,3.000000 
 9,1400,+22,3.000000 
 9,1400,+25,3.000000 
 9,1400,+28,3.000000 
 9,1400,+31,1.000000 
 9,1400,+34,1.000000 
 9,1400,+37,1.000000 
 9,1400,+40,1.000000 
 9,1400,+43,2.000000 
 9,1400,+46,2.000000 
 9,1400,+49,3.000000 
 9,1700,+4,2.000000 
 9,1700,+7,2.000000 
 9,1700,+10,1.000000 
 9,1700,+13,3.000000 
 9,1700,+16,3.000000 
 9,1700,+19,3.000000 
 9,1700,+22,3.000000 
 9,1700,+25,3.000000 
 9,1700,+28,1.000000 
 9,1700,+31,1.000000 
 9,1700,+34,1.000000 
 9,1700,+37,1.000000 
 9,1700,+40,2.000000 
 9,1700,+43,2.000000 
 9,1700,+46,3.000000 
 9,2000,+4,1.000000 
 9,2000,+7,1.000000 
 9,2000,+10,1.000000 
 9,2000,+13,1.000000 
 9,2000,+16,2.000000 
 9,2000,+19,1.000000 
 9,2000,+22,0.000000 
 9,2000,+25,1.000000 
 9,2000,+28,1.000000 
 9,2000,+31,2.000000 
 9,2000,+34,2.000000 
 9,2000,+37,1.000000 
 9,2000,+40,1.000000 
 9,2000,+43,1.000000 
 9,2000,+46,0.000000 
 9,2000,+49,1.000000 
 9,2000,+52,0.000000 
 9,2000,+55,2.000000 
 9,2300,+4,1.000000 
 9,2300,+7,1.000000 
 9,2300,+10,1.000000 
 9,2300,+13,2.000000 
 9,2300,+16,1.000000 
 9,2300,+19,0.000000 
 9,2300,+22,1.000000 
 9,2300,+25,1.000000 
 9,2300,+28,2.000000 
 9,2300,+31,2.000000 
 9,2300,+34,1.000000 
 9,2300,+37,1.000000 
 9,2300,+40,1.000000 
 9,2300,+43,0.000000 
 9,2300,+46,1.000000 
 9,2300,+49,0.000000 
 9,2300,+52,2.000000 
 10,0200,+4,1.000000 
 10,0200,+7,1.000000 
 10,0200,+10,2.000000 
 10,0200,+13,1.000000 
 10,0200,+16,0.000000 
 10,0200,+19,1.000000 
 10,0200,+22,1.000000 
 10,0200,+25,2.000000 
 10,0200,+28,2.000000 
 10,0200,+31,1.000000 
 10,0200,+34,1.000000 
 10,0200,+37,1.000000 
 10,0200,+40,0.000000 
 10,0200,+43,1.000000 
 10,0200,+46,0.000000 
 10,0200,+49,2.000000 
 10,0500,+4,1.000000 
 10,0500,+7,2.000000 
 10,0500,+10,1.000000 
 10,0500,+13,0.000000 
 10,0500,+16,1.000000 
 10,0500,+19,1.000000 
 10,0500,+22,2.000000 
 10,0500,+25,2.000000 
 10,0500,+28,1.000000 
 10,0500,+31,1.000000 
 10,0500,+34,1.000000 
 10,0500,+37,0.000000 
 10,0500,+40,1.000000 
 10,0500,+43,0.000000 
 10,0500,+46,2.000000 
 10,0800,+4,2.000000 
 10,0800,+7,1.000000 
 10,0800,+10,1.000000 
 10,0800,+13,1.000000 
 10,0800,+16,2.000000 
 10,0800,+19,2.000000 
 10,0800,+22,2.000000 
 10,0800,+25,1.000000 
 10,0800,+28,1.000000 
 10,0800,+31,1.000000 
 10,0800,+34,1.000000 
 10,0800,+37,2.000000 
 10,0800,+40,2.000000 
 10,0800,+43,2.000000 
 10,0800,+46,2.000000 
 10,0800,+49,1.000000 
 10,0800,+52,1.000000 
 10,0800,+55,1.000000 
 10,1100,+4,1.000000 
 10,1100,+7,1.000000 
 10,1100,+10,1.000000 
 10,1100,+13,2.000000 
 10,1100,+16,2.000000 
 10,1100,+19,2.000000 
 10,1100,+22,1.000000 
 10,1100,+25,1.000000 
 10,1100,+28,1.000000 
 10,1100,+31,1.000000 
 10,1100,+34,2.000000 
 10,1100,+37,2.000000 
 10,1100,+40,2.000000 
 10,1100,+43,2.000000 
 10,1100,+46,1.000000 
 10,1100,+49,1.000000 
 10,1100,+52,1.000000 
 10,1400,+4,1.000000 
 10,1400,+7,1.000000 
 10,1400,+10,2.000000 
 10,1400,+13,2.000000 
 10,1400,+16,2.000000 
 10,1400,+19,1.000000 
 10,1400,+22,1.000000 
 10,1400,+25,1.000000 
 10,1400,+28,1.000000 
 10,1400,+31,2.000000 
 10,1400,+34,2.000000 
 10,1400,+37,2.000000 
 10,1400,+40,2.000000 
 10,1400,+43,1.000000 
 10,1400,+46,1.000000 
 10,1400,+49,1.000000 
 10,1700,+4,1.000000 
 10,1700,+7,2.000000 
 10,1700,+10,2.000000 
 10,1700,+13,2.000000 
 10,1700,+16,1.000000 
 10,1700,+19,1.000000 
 10,1700,+22,1.000000 
 10,1700,+25,1.000000 
 10,1700,+28,2.000000 
 10,1700,+31,2.000000 
 10,1700,+34,2.000000 
 10,1700,+37,2.000000 
 10,1700,+40,1.000000 
 10,1700,+43,1.000000 
 10,1700,+46,1.000000 
 10,2000,+4,1.000000 
 10,2000,+7,1.000000 
 10,2000,+10,1.000000 
 10,2000,+13,1.000000 
 10,2000,+16,1.000000 
 10,2000,+19,1.000000 
 10,2000,+22,0.500000 
 10,2000,+25,1.000000 
 10,2000,+28,1.000000 
 10,2000,+31,1.000000 
 10,2000,+34,2.000000 
 10,2000,+37,1.000000 
 10,2000,+40,1.000000 
 10,2000,+43,1.000000 
 10,2000,+46,1.000000 
 10,2000,+49,1.000000 
 10,2000,+52,1.000000 
 10,2000,+55,1.000000 
 10,2300,+4,1.000000 
 10,2300,+7,1.000000 
 10,2300,+10,1.000000 
 10,2300,+13,1.000000 
 10,2300,+16,1.000000 
 10,2300,+19,0.500000 
 10,2300,+22,1.000000 
 10,2300,+25,1.000000 
 10,2300,+28,1.000000 
 10,2300,+31,2.000000 
 10,2300,+34,1.000000 
 10,2300,+37,1.000000 
 10,2300,+40,1.000000 
 10,2300,+43,1.000000 
 10,2300,+46,1.000000 
 10,2300,+49,1.000000 
 10,2300,+52,1.000000 
 11,0200,+4,1.000000 
 11,0200,+7,1.000000 
 11,0200,+10,1.000000 
 11,0200,+13,1.000000 
 11,0200,+16,0.500000 
 11,0200,+19,1.000000 
 11,0200,+22,1.000000 
 11,0200,+25,1.000000 
 11,0200,+28,2.000000 
 11,0200,+31,1.000000 
 11,0200,+34,1.000000 
 11,0200,+37,1.000000 
 11,0200,+40,1.000000 
 11,0200,+43,1.000000 
 11,0200,+46,1.000000 
 11,0200,+49,1.000000 
 11,0500,+4,1.000000 
 11,0500,+7,1.000000 
 11,0500,+10,1.000000 
 11,0500,+13,0.500000 
 11,0500,+16,1.000000 
 11,0500,+19,1.000000 
 11,0500,+22,1.000000 
 11,0500,+25,2.000000 
 11,0500,+28,1.000000 
 11,0500,+31,1.000000 
 11,0500,+34,1.000000 
 11,0500,+37,1.000000 
 11,0500,+40,1.000000 
 11,0500,+43,1.000000 
 11,0500,+46,1.000000 
 11,0800,+4,1.000000 
 11,0800,+7,0.500000 
 11,0800,+10,0.500000 
 11,0800,+13,1.000000 
 11,0800,+16,1.000000 
 11,0800,+19,1.000000 
 11,0800,+22,1.000000 
 11,0800,+25,1.000000 
 11,0800,+28,2.000000 
 11,0800,+31,2.000000 
 11,0800,+34,0.500000 
 11,0800,+37,0.500000 
 11,0800,+40,1.000000 
 11,0800,+43,2.000000 
 11,0800,+46,2.000000 
 11,0800,+49,1.000000 
 11,0800,+52,1.000000 
 11,0800,+55,1.000000 
 11,1100,+4,0.500000 
 11,1100,+7,0.500000 
 11,1100,+10,1.000000 
 11,1100,+13,1.000000 
 11,1100,+16,1.000000 
 11,1100,+19,1.000000 
 11,1100,+22,1.000000 
 11,1100,+25,2.000000 
 11,1100,+28,2.000000 
 11,1100,+31,0.500000 
 11,1100,+34,0.500000 
 11,1100,+37,1.000000 
 11,1100,+40,2.000000 
 11,1100,+43,2.000000 
 11,1100,+46,1.000000 
 11,1100,+49,1.000000 
 11,1100,+52,1.000000 
 11,1400,+4,0.500000 
 11,1400,+7,1.000000 
 11,1400,+10,1.000000 
 11,1400,+13,1.000000 
 11,1400,+16,1.000000 
 11,1400,+19,1.000000 
 11,1400,+22,2.000000 
 11,1400,+25,2.000000 
 11,1400,+28,0.500000 
 11,1400,+31,0.500000 
 11,1400,+34,1.000000 
 11,1400,+37,2.000000 
 11,1400,+40,2.000000 
 11,1400,+43,1.000000 
 11,1400,+46,1.000000 
 11,1400,+49,1.000000 
 11,1700,+4,1.000000 
 11,1700,+7,1.000000 
 11,1700,+10,1.000000 
 11,1700,+13,1.000000 
 11,1700,+16,1.000000 
 11,1700,+19,2.000000 
 11,1700,+22,2.000000 
 11,1700,+25,0.500000 
 11,1700,+28,0.500000 
 11,1700,+31,1.000000 
 11,1700,+34,2.000000 
 11,1700,+37,2.000000 
 11,1700,+40,1.000000 
 11,1700,+43,1.000000 
 11,1700,+46,1.000000 
 11,2000,+4,1.000000 
 11,2000,+7,2.000000 
 11,2000,+10,3.000000 
 11,2000,+13,3.000000 
 11,2000,+16,2.000000 
 11,2000,+19,2.000000 
 11,2000,+22,1.000000 
 11,2000,+25,1.000000 
 11,2000,+28,1.000000 
 11,2000,+31,2.000000 
 11,2000,+34,3.000000 
 11,2000,+37,3.000000 
 11,2000,+40,2.000000 
 11,2000,+43,1.000000 
 11,2000,+46,1.000000 
 11,2000,+49,1.000000 
 11,2000,+52,1.000000 
 11,2000,+55,2.000000 
 11,2300,+4,2.000000 
 11,2300,+7,3.000000 
 11,2300,+10,3.000000 
 11,2300,+13,2.000000 
 11,2300,+16,2.000000 
 11,2300,+19,1.000000 
 11,2300,+22,1.000000 
 11,2300,+25,1.000000 
 11,2300,+28,2.000000 
 11,2300,+31,3.000000 
 11,2300,+34,3.000000 
 11,2300,+37,2.000000 
 11,2300,+40,1.000000 
 11,2300,+43,1.000000 
 11,2300,+46,1.000000 
 11,2300,+49,1.000000 
 11,2300,+52,2.000000 
 12,0200,+4,3.000000 
 12,0200,+7,3.000000 
 12,0200,+10,2.000000 
 12,0200,+13,2.000000 
 12,0200,+16,1.000000 
 12,0200,+19,1.000000 
 12,0200,+22,1.000000 
 12,0200,+25,2.000000 
 12,0200,+28,3.000000 
 12,0200,+31,3.000000 
 12,0200,+34,2.000000 
 12,0200,+37,1.000000 
 12,0200,+40,1.000000 
 12,0200,+43,1.000000 
 12,0200,+46,1.000000 
 12,0200,+49,2.000000 
 12,0500,+4,3.000000 
 12,0500,+7,2.000000 
 12,0500,+10,2.000000 
 12,0500,+13,1.000000 
 12,0500,+16,1.000000 
 12,0500,+19,1.000000 
 12,0500,+22,2.000000 
 12,0500,+25,3.000000 
 12,0500,+28,3.000000 
 12,0500,+31,2.000000 
 12,0500,+34,1.000000 
 12,0500,+37,1.000000 
 12,0500,+40,1.000000 
 12,0500,+43,1.000000 
 12,0500,+46,2.000000 
 12,0800,+4,1.000000 
 12,0800,+7,2.000000 
 12,0800,+10,1.000000 
 12,0800,+13,1.000000 
 12,0800,+16,1.000000 
 12,0800,+19,1.000000 
 12,0800,+22,1.000000 
 12,0800,+25,1.000000 
 12,0800,+28,1.000000 
 12,0800,+31,1.000000 
 12,0800,+34,1.000000 
 12,0800,+37,1.000000 
 12,0800,+40,1.000000 
 12,0800,+43,1.000000 
 12,0800,+46,1.000000 
 12,0800,+49,1.000000 
 12,0800,+52,1.000000 
 12,0800,+55,1.000000 
 12,1100,+4,2.000000 
 12,1100,+7,1.000000 
 12,1100,+10,1.000000 
 12,1100,+13,1.000000 
 12,1100,+16,1.000000 
 12,1100,+19,1.000000 
 12,1100,+22,1.000000 
 12,1100,+25,1.000000 
 12,1100,+28,1.000000 
 12,1100,+31,1.000000 
 12,1100,+34,1.000000 
 12,1100,+37,1.000000 
 12,1100,+40,1.000000 
 12,1100,+43,1.000000 
 12,1100,+46,1.000000 
 12,1100,+49,1.000000 
 12,1100,+52,1.000000 
 12,1400,+4,1.000000 
 12,1400,+7,1.000000 
 12,1400,+10,1.000000 
 12,1400,+13,1.000000 
 12,1400,+16,1.000000 
 12,1400,+19,1.000000 
 12,1400,+22,1.000000 
 12,1400,+25,1.000000 
 12,1400,+28,1.000000 
 12,1400,+31,1.000000 
 12,1400,+34,1.000000 
 12,1400,+37,1.000000 
 12,1400,+40,1.000000 
 12,1400,+43,1.000000 
 12,1400,+46,1.000000 
 12,1400,+49,1.000000 
 12,1700,+4,1.000000 
 12,1700,+7,1.000000 
 12,1700,+10,1.000000 
 12,1700,+13,1.000000 
 12,1700,+16,1.000000 
 12,1700,+19,1.000000 
 12,1700,+22,1.000000 
 12,1700,+25,1.000000 
 12,1700,+28,1.000000 
 12,1700,+31,1.000000 
 12,1700,+34,1.000000 
 12,1700,+37,1.000000 
 12,1700,+40,1.000000 
 12,1700,+43,1.000000 
 12,1700,+46,1.000000 
 12,2000,+4,1.000000 
 12,2000,+7,1.000000 
 12,2000,+10,2.000000 
 12,2000,+13,2.000000 
 12,2000,+16,1.000000 
 12,2000,+19,0.500000 
 12,2000,+22,0.500000 
 12,2000,+25,0.500000 
 12,2000,+28,1.000000 
 12,2000,+31,1.000000 
 12,2000,+34,2.000000 
 12,2000,+37,2.000000 
 12,2000,+40,1.000000 
 12,2000,+43,0.500000 
 12,2000,+46,0.500000 
 12,2000,+49,0.500000 
 12,2000,+52,1.000000 
 12,2000,+55,1.000000 
 12,2300,+4,1.000000 
 12,2300,+7,2.000000 
 12,2300,+10,2.000000 
 12,2300,+13,1.000000 
 12,2300,+16,0.500000 
 12,2300,+19,0.500000 
 12,2300,+22,0.500000 
 12,2300,+25,1.000000 
 12,2300,+28,1.000000 
 12,2300,+31,2.000000 
 12,2300,+34,2.000000 
 12,2300,+37,1.000000 
 12,2300,+40,0.500000 
 12,2300,+43,0.500000 
 12,2300,+46,0.500000 
 12,2300,+49,1.000000 
 12,2300,+52,1.000000 
 13,0200,+4,2.000000 
 13,0200,+7,2.000000 
 13,0200,+10,1.000000 
 13,0200,+13,0.500000 
 13,0200,+16,0.500000 
 13,0200,+19,0.500000 
 13,0200,+22,1.000000 
 13,0200,+25,1.000000 
 13,0200,+28,2.000000 
 13,0200,+31,2.000000 
 13,0200,+34,1.000000 
 13,0200,+37,0.500000 
 13,0200,+40,0.500000 
 13,0200,+43,0.500000 
 13,0200,+46,1.000000 
 13,0200,+49,1.000000 
 13,0500,+4,2.000000 
 13,0500,+7,1.000000 
 13,0500,+10,0.500000 
 13,0500,+13,0.500000 
 13,0500,+16,0.500000 
 13,0500,+19,1.000000 
 13,0500,+22,1.000000 
 13,0500,+25,2.000000 
 13,0500,+28,2.000000 
 13,0500,+31,1.000000 
 13,0500,+34,0.500000 
 13,0500,+37,0.500000 
 13,0500,+40,0.500000 
 13,0500,+43,1.000000 
 13,0500,+46,1.000000 
 13,0800,+4,0.400000 
 13,0800,+7,1.300000 
 13,0800,+10,0.700000 
 13,0800,+13,1.200000 
 13,0800,+16,0.800000 
 13,0800,+19,0.500000 
 13,0800,+22,0.200000 
 13,0800,+25,0.200000 
 13,0800,+28,0.600000 
 13,0800,+31,1.300000 
 13,0800,+34,0.400000 
 13,0800,+37,0.900000 
 13,0800,+40,0.200000 
 13,0800,+43,0.700000 
 13,0800,+46,1.400000 
 13,0800,+49,1.000000 
 13,0800,+52,0.600000 
 13,0800,+55,0.900000 
 13,1100,+4,1.300000 
 13,1100,+7,0.700000 
 13,1100,+10,1.200000 
 13,1100,+13,0.800000 
 13,1100,+16,0.500000 
 13,1100,+19,0.200000 
 13,1100,+22,0.200000 
 13,1100,+25,0.600000 
 13,1100,+28,1.300000 
 13,1100,+31,0.400000 
 13,1100,+34,0.900000 
 13,1100,+37,0.200000 
 13,1100,+40,0.700000 
 13,1100,+43,1.400000 
 13,1100,+46,1.000000 
 13,1100,+49,0.600000 
 13,1100,+52,0.900000 
 13,1400,+4,0.700000 
 13,1400,+7,1.200000 
 13,1400,+10,0.800000 
 13,1400,+13,0.500000 
 13,1400,+16,0.200000 
 13,1400,+19,0.200000 
 13,1400,+22,0.600000 
 13,1400,+25,1.300000 
 13,1400,+28,0.400000 
 13,1400,+31,0.900000 
 13,1400,+34,0.200000 
 13,1400,+37,0.700000 
 13,1400,+40,1.400000 
 13,1400,+43,1.000000 
 13,1400,+46,0.600000 
 13,1400,+49,0.900000 
 13,1700,+4,1.200000 
 13,1700,+7,0.800000 
 13,1700,+10,0.500000 
 13,1700,+13,0.200000 
 13,1700,+16,0.200000 
 13,1700,+19,0.600000 
 13,1700,+22,1.300000 
 13,1700,+25,0.400000 
 13,1700,+28,0.900000 
 13,1700,+31,0.200000 
 13,1700,+34,0.700000 
 13,1700,+37,1.400000 
 13,1700,+40,1.000000 
 13,1700,+43,0.600000 
 13,1700,+46,0.900000 
 13,2000,+4,1.000000 
 13,2000,+7,2.000000 
 13,2000,+10,3.000000 
 13,2000,+13,3.000000 
 13,2000,+16,2.000000 
 13,2000,+19,0.500000 
 13,2000,+22,0.500000 
 13,2000,+25,1.000000 
 13,2000,+28,1.000000 
 13,2000,+31,2.000000 
 13,2000,+34,3.000000 
 13,2000,+37,3.000000 
 13,2000,+40,2.000000 
 13,2000,+43,1.000000 
 13,2000,+46,1.000000 
 13,2000,+49,1.000000 
 13,2000,+52,1.000000 
 13,2000,+55,2.000000 
 13,2300,+4,2.000000 
 13,2300,+7,3.000000 
 13,2300,+10,3.000000 
 13,2300,+13,2.000000 
 13,2300,+16,0.500000 
 13,2300,+19,0.500000 
 13,2300,+22,1.000000 
 13,2300,+25,1.000000 
 13,2300,+28,2.000000 
 13,2300,+31,3.000000 
 13,2300,+34,3.000000 
 13,2300,+37,2.000000 
 13,2300,+40,1.000000 
 13,2300,+43,1.000000 
 13,2300,+46,1.000000 
 13,2300,+49,1.000000 
 13,2300,+52,2.000000 
 14,0200,+4,3.000000 
 14,0200,+7,3.000000 
 14,0200,+10,2.000000 
 14,0200,+13,0.500000 
 14,0200,+16,0.500000 
 14,0200,+19,1.000000 
 14,0200,+22,1.000000 
 14,0200,+25,2.000000 
 14,0200,+28,3.000000 
 14,0200,+31,3.000000 
 14,0200,+34,2.000000 
 14,0200,+37,1.000000 
 14,0200,+40,1.000000 
 14,0200,+43,1.000000 
 14,0200,+46,1.000000 
 14,0200,+49,2.000000 
 14,0500,+4,3.000000 
 14,0500,+7,2.000000 
 14,0500,+10,0.500000 
 14,0500,+13,0.500000 
 14,0500,+16,1.000000 
 14,0500,+19,1.000000 
 14,0500,+22,2.000000 
 14,0500,+25,3.000000 
 14,0500,+28,3.000000 
 14,0500,+31,2.000000 
 14,0500,+34,1.000000 
 14,0500,+37,1.000000 
 14,0500,+40,1.000000 
 14,0500,+43,1.000000 
 14,0500,+46,2.000000 
 14,0800,+4,1.600000 
 14,0800,+7,0.900000 
 14,0800,+10,1.800000 
 14,0800,+13,1.100000 
 14,0800,+16,0.500000 
 14,0800,+19,0.500000 
 14,0800,+22,0.900000 
 14,0800,+25,0.900000 
 14,0800,+28,0.900000 
 14,0800,+31,1.800000 
 14,0800,+34,0.900000 
 14,0800,+37,0.900000 
 14,0800,+40,0.900000 
 14,0800,+43,1.000000 
 14,0800,+46,0.900000 
 14,0800,+49,1.600000 
 14,0800,+52,1.500000 
 14,0800,+55,1.500000 
 14,1100,+4,0.900000 
 14,1100,+7,1.800000 
 14,1100,+10,1.100000 
 14,1100,+13,0.500000 
 14,1100,+16,0.500000 
 14,1100,+19,0.900000 
 14,1100,+22,0.900000 
 14,1100,+25,0.900000 
 14,1100,+28,1.800000 
 14,1100,+31,0.900000 
 14,1100,+34,0.900000 
 14,1100,+37,0.900000 
 14,1100,+40,1.000000 
 14,1100,+43,0.900000 
 14,1100,+46,1.600000 
 14,1100,+49,1.500000 
 14,1100,+52,1.500000 
 14,1400,+4,1.800000 
 14,1400,+7,1.100000 
 14,1400,+10,0.500000 
 14,1400,+13,0.500000 
 14,1400,+16,0.900000 
 14,1400,+19,0.900000 
 14,1400,+22,0.900000 
 14,1400,+25,1.800000 
 14,1400,+28,0.900000 
 14,1400,+31,0.900000 
 14,1400,+34,0.900000 
 14,1400,+37,1.000000 
 14,1400,+40,0.900000 
 14,1400,+43,1.600000 
 14,1400,+46,1.500000 
 14,1400,+49,1.500000 
 14,1700,+4,1.100000 
 14,1700,+7,0.500000 
 14,1700,+10,0.500000 
 14,1700,+13,0.900000 
 14,1700,+16,0.900000 
 14,1700,+19,0.900000 
 14,1700,+22,1.800000 
 14,1700,+25,0.900000 
 14,1700,+28,0.900000 
 14,1700,+31,0.900000 
 14,1700,+34,1.000000 
 14,1700,+37,0.900000 
 14,1700,+40,1.600000 
 14,1700,+43,1.500000 
 14,1700,+46,1.500000 
 14,2000,+4,0.500000 
 14,2000,+7,1.600000 
 14,2000,+10,1.600000 
 14,2000,+13,0.700000 
 14,2000,+16,0.700000 
 14,2000,+19,0.400000 
 14,2000,+22,1.100000 
 14,2000,+25,1.500000 
 14,2000,+28,1.400000 
 14,2000,+31,1.400000 
 14,2000,+34,1.100000 
 14,2000,+37,1.100000 
 14,2000,+40,0.800000 
 14,2000,+43,0.900000 
 14,2000,+46,0.700000 
 14,2000,+49,1.300000 
 14,2000,+52,1.600000 
 14,2000,+55,1.300000 
 14,2300,+4,1.600000 
 14,2300,+7,1.600000 
 14,2300,+10,0.700000 
 14,2300,+13,0.700000 
 14,2300,+16,0.400000 
 14,2300,+19,1.100000 
 14,2300,+22,1.500000 
 14,2300,+25,1.400000 
 14,2300,+28,1.400000 
 14,2300,+31,1.100000 
 14,2300,+34,1.100000 
 14,2300,+37,0.800000 
 14,2300,+40,0.900000 
 14,2300,+43,0.700000 
 14,2300,+46,1.300000 
 14,2300,+49,1.600000 
 14,2300,+52,1.300000 
 15,0200,+4,1.600000 
 15,0200,+7,0.700000 
 15,0200,+10,0.700000 
 15,0200,+13,0.400000 
 15,0200,+16,1.100000 
 15,0200,+19,1.500000 
 15,0200,+22,1.400000 
 15,0200,+25,1.400000 
 15,0200,+28,1.100000 
 15,0200,+31,1.100000 
 15,0200,+34,0.800000 
